t,s_z(t),v_z(t),p_z(t),L(t)
0.429998,4,0,0,0
0.430998,4,0,0,0
0.431998,4,0,0,0
0.432998,4,0,0,0
0.433998,4,0,0,0
0.4349979,4,0,0,0
0.4359979,4,0,0,0
0.4369979,4,0,0,0
0.4379979,4,0,0,0
0.4389979,4,0,0,0
0.4399979,4,0,0,0
0.4409979,4,0,0,0
0.4419979,4,0,0,0
0.4429978,4,0,0,0
0.4439978,4,0,0,0
0.4449978,4,0,0,0
0.4459978,4,0,0,0
0.4469978,4,0,0,0
0.4479978,4,0,0,0
0.4489978,4,0,0,0
0.4499978,4,0,0,0
0.4509977,4,0,0,0
0.4519977,4,0,0,0
0.4529977,4,0,0,0
0.4539977,4,0,0,0
0.4549977,4,0,0,0
0.4559977,4,0,0,0
0.4569977,4,0,0,0
0.4579976,4,0,0,0
0.4589976,4,0,0,0
0.4599976,4,0,0,0
0.4609976,4,0,0,0
0.4619976,4,0,0,0
0.4629976,4,0,0,0
0.4639976,4,0,0,0
0.4649976,4,0,0,0
0.4659975,4,0,0,0
0.4669975,4,0,0,0
0.4679975,4,0,0,0
0.4689975,4,0,0,0
0.4699975,4,0,0,0
0.4709975,4,0,0,0
0.4719975,4,0,0,0
0.4729975,4,0,0,0
0.4739974,4,0,0,0
0.4749974,4,0,0,0
0.4759974,4,0,0,0
0.4769974,4,0,0,0
0.4779974,4,0,0,0
0.4789974,4,0,0,0
0.4799974,4,0,0,0
0.4809974,4,0,0,0
0.4819973,4,0,0,0
0.4829973,4,0,0,0
0.4839973,4,0,0,0
0.4849973,4,0,0,0
0.4859973,4,0,0,0
0.4869973,4,0,0,0
0.4879973,4,0,0,0
0.4889973,4,0,0,0
0.4899972,4,0,0,0
0.4909972,4,0,0,0
0.4919972,4,0,0,0
0.4929972,4,0,0,0
0.4939972,4,0,0,0
0.4949972,4,0,0,0
0.4959972,4,0,0,0
0.4969971,4,0,0,0
0.4979971,4,0,0,0
0.4989971,4,0,0,0
0.4999971,4,0,0,0
0.5009971,4,0,0,0
0.5019971,4,0,0,0
0.5029971,4,0,0,0
0.5039971,4,0,0,0
0.5049971,4,0,0,0
0.5059971,4,0,0,0
0.506997,4,0,0,0
0.507997,4,0,0,0
0.508997,4,0,0,0
0.509997,4,0,0,0
0.510997,4,0,0,0
0.511997,4,0,0,0
0.512997,4,0,0,0
0.513997,4,0,0,0
0.5149969,4,0,0,0
0.5159969,4,0,0,0
0.5169969,4,0,0,0
0.5179969,4,0,0,0
0.5189969,4,0,0,0
0.5199969,4,0,0,0
0.5209969,4,0,0,0
0.5219969,4,0,0,0
0.5229968,4,0,0,0
0.5239968,4,0,0,0
0.5249968,4,0,0,0
0.5259968,4,0,0,0
0.5269968,4,0,0,0
0.5279968,4,0,0,0
0.5289968,4,0,0,0
0.5299968,4,0,0,0
0.5309967,4,0,0,0
0.5319967,4,0,0,0
0.5329967,4,0,0,0
0.5339967,4,0,0,0
0.5349967,4,0,0,0
0.5359967,4,0,0,0
0.5369967,4,0,0,0
0.5379966,4,0,0,0
0.5389966,4,0,0,0
0.5399966,4,0,0,0
0.5409966,4,0,0,0
0.5419966,4,0,0,0
0.5429966,4,0,0,0
0.5439966,4,0,0,0
0.5449966,4,0,0,0
0.5459965,4,0,0,0
0.5469965,4,0,0,0
0.5479965,4,0,0,0
0.5489965,4,0,0,0
0.5499965,4,0,0,0
0.5509965,4,0,0,0
0.5519965,4,0,0,0
0.5529965,4,0,0,0
0.5539964,4,0,0,0
0.5549964,4,0,0,0
0.5559964,4,0,0,0
0.5569964,4,0,0,0
0.5579964,4,0,0,0
0.5589964,4,0,0,0
0.5599964,4,0,0,0
0.5609964,4,0,0,0
0.5619963,4,0,0,0
0.5629963,4,0,0,0
0.5639963,4,0,0,0
0.5649963,4,0,0,0
0.5659963,4,0,0,0
0.5669963,4,0,0,0
0.5679963,4,0,0,0
0.5689963,4,0,0,0
0.5699962,4,0,0,0
0.5709962,4,0,0,0
0.5719962,4,0,0,0
0.5729962,4,0,0,0
0.5739962,4,0,0,0
0.5749962,4,0,0,0
0.5759962,4,0,0,0
0.5769961,4,0,0,0
0.5779961,4,0,0,0
0.5789961,4,0,0,0
0.5799961,4,0,0,0
0.5809961,4,0,0,0
0.5819961,4,0,0,0
0.5829961,4,0,0,0
0.5839961,4,0,0,0
0.584996,4,0,0,0
0.585996,4,0,0,0
0.586996,4,0,0,0
0.587996,4,0,0,0
0.588996,4,0,0,0
0.589996,4,0,0,0
0.590996,4,0,0,0
0.591996,4,0,0,0
0.5929959,4,0,0,0
0.5939959,4,0,0,0
0.5949959,4,0,0,0
0.5959959,4,0,0,0
0.5969959,4,0,0,0
0.5979959,4,0,0,0
0.5989959,4,0,0,0
0.5999959,4,0,0,0
0.6009958,4,0,0,0
0.6019958,4,0,0,0
0.6029958,4,0,0,0
0.6039958,4,0,0,0
0.6049958,4,0,0,0
0.6059958,4,0,0,0
0.6069958,4,0,0,0
0.6079957,4,0,0,0
0.6089957,4,0,0,0
0.6099957,4,0,0,0
0.6109957,4,0,0,0
0.6119957,4,0,0,0
0.6129957,4,0,0,0
0.6139957,4,0,0,0
0.6149957,4,0,0,0
0.6159956,4,0,0,0
0.6169956,4,0,0,0
0.6179956,4,0,0,0
0.6189956,4,0,0,0
0.6199956,4,0,0,0
0.6209956,4,0,0,0
0.6219956,4,0,0,0
0.6229956,4,0,0,0
0.6239955,4,0,0,0
0.6249955,4,0,0,0
0.6259955,4,0,0,0
0.6269955,4,0,0,0
0.6279955,4,0,0,0
0.6289955,4,0,0,0
0.6299955,4,0,0,0
0.6309955,4,0,0,0
0.6319954,4,0,0,0
0.6329954,4,0,0,0
0.6339954,4,0,0,0
0.6349954,4,0,0,0
0.6359954,4,0,0,0
0.6369954,4,0,0,0
0.6379954,4,0,0,0
0.6389953,4,0,0,0
0.6399953,4,0,0,0
0.6409953,4,0,0,0
0.6419953,4,0,0,0
0.6429953,4,0,0,0
0.6439953,4,0,0,0
0.6449953,4,0,0,0
0.6459953,4,0,0,0
0.6469952,4,0,0,0
0.6479952,4,0,0,0
0.6489952,4,0,0,0
0.6499952,4,0,0,0
0.6509952,4,0,0,0
0.6519952,4,0,0,0
0.6529952,4,0,0,0
0.6539952,4,0,0,0
0.6549951,4,0,0,0
0.6559951,4,0,0,0
0.6569951,4,0,0,0
0.6579951,4,0,0,0
0.6589951,4,0,0,0
0.6599951,4,0,0,0
0.6609951,4,0,0,0
0.6619951,4,0,0,0
0.662995,4,0,0,0
0.663995,4,0,0,0
0.664995,4,0,0,0
0.665995,4,0,0,0
0.666995,4,0,0,0
0.667995,4,0,0,0
0.668995,4,0,0,0
0.669995,4,0,0,0
0.6709949,4,0,0,0
0.6719949,4,0,0,0
0.6729949,4,0,0,0
0.6739949,4,0,0,0
0.6749949,4,0,0,0
0.6759949,4,0,0,0
0.6769949,4,0,0,0
0.6779948,4,0,0,0
0.6789948,4,0,0,0
0.6799948,4,0,0,0
0.6809948,4,0,0,0
0.6819948,4,0,0,0
0.6829948,4,0,0,0
0.6839948,4,0,0,0
0.6849948,4,0,0,0
0.6859947,4,0,0,0
0.6869947,4,0,0,0
0.6879947,4,0,0,0
0.6889947,4,0,0,0
0.6899947,4,0,0,0
0.6909947,4,0,0,0
0.6919947,4,0,0,0
0.6929947,4,0,0,0
0.6939946,4,0,0,0
0.6949946,4,0,0,0
0.6959946,4,0,0,0
0.6969946,4,0,0,0
0.6979946,4,0,0,0
0.6989946,4,0,0,0
0.6999946,4,0,0,0
0.7009946,4,0,0,0
0.7019945,4,0,0,0
0.7029945,4,0,0,0
0.7039945,4,0,0,0
0.7049945,4,0,0,0
0.7059945,4,0,0,0
0.7069945,4,0,0,0
0.7079945,4,0,0,0
0.7089944,4,0,0,0
0.7099944,4,0,0,0
0.7109944,4,0,0,0
0.7119944,4,0,0,0
0.7129944,4,0,0,0
0.7139944,4,0,0,0
0.7149944,4,0,0,0
0.7159944,4,0,0,0
0.7169943,4,0,0,0
0.7179943,4,0,0,0
0.7189943,4,0,0,0
0.7199943,4,0,0,0
0.7209943,4,0,0,0
0.7219943,4,0,0,0
0.7229943,4,0,0,0
0.7239943,4,0,0,0
0.7249942,4,0,0,0
0.7259942,4,0,0,0
0.7269942,4,0,0,0
0.7279942,4,0,0,0
0.7289942,4,0,0,0
0.7299942,4,0,0,0
0.7309942,4,0,0,0
0.7319942,4,0,0,0
0.7329941,4,0,0,0
0.7339941,4,0,0,0
0.7349941,4,0,0,0
0.7359941,4,0,0,0
0.7369941,4,0,0,0
0.7379941,4,0,0,0
0.7389941,4,0,0,0
0.739994,4,0,0,0
0.740994,4,0,0,0
0.741994,4,0,0,0
0.742994,4,0,0,0
0.743994,4,0,0,0
0.744994,4,0,0,0
0.745994,4,0,0,0
0.746994,4,0,0,0
0.7479939,4,0,0,0
0.7489939,4,0,0,0
0.7499939,4,0,0,0
0.7509939,4,0,0,0
0.7519939,4,0,0,0
0.7529939,4,0,0,0
0.7539939,4,0,0,0
0.7549939,4,0,0,0
0.7559938,4,0,0,0
0.7569938,4,0,0,0
0.7579938,4,0,0,0
0.7589938,4,0,0,0
0.7599938,4,0,0,0
0.7609938,4,0,0,0
0.7619938,4,0,0,0
0.7629938,4,0,0,0
0.7639937,4,0,0,0
0.7649937,4,0,0,0
0.7659937,4,0,0,0
0.7669937,4,0,0,0
0.7679937,4,0,0,0
0.7689937,4,0,0,0
0.7699937,4,0,0,0
0.7709936,4,0,0,0
0.7719936,4,0,0,0
0.7729936,4,0,0,0
0.7739936,4,0,0,0
0.7749936,4,0,0,0
0.7759936,4,0,0,0
0.7769936,4,0,0,0
0.7779936,4,0,0,0
0.7789935,4,0,0,0
0.7799935,4,0,0,0
0.7809935,4,0,0,0
0.7819935,4,0,0,0
0.7829935,4,0,0,0
0.7839935,4,0,0,0
0.7849935,4,0,0,0
0.7859935,4,0,0,0
0.7869934,4,0,0,0
0.7879934,4,0,0,0
0.7889934,4,0,0,0
0.7899934,4,0,0,0
0.7909934,4,0,0,0
0.7919934,4,0,0,0
0.7929934,4,0,0,0
0.7939934,4,0,0,0
0.7949933,4,0,0,0
0.7959933,4,0,0,0
0.7969933,4,0,0,0
0.7979933,4,0,0,0
0.7989933,4,0,0,0
0.7999933,4,0,0,0
0.8009933,4,0,0,0
0.8019933,4,0,0,0
0.8029932,4,0,0,0
0.8039932,4,0,0,0
0.8049932,4,0,0,0
0.8059932,4,0,0,0
0.8069932,4,0,0,0
0.8079932,4,0,0,0
0.8089932,4,0,0,0
0.8099931,4,0,0,0
0.8109931,4,0,0,0
0.8119931,4,0,0,0
0.8129931,4,0,0,0
0.8139931,4,0,0,0
0.8149931,4,0,0,0
0.8159931,4,0,0,0
0.8169931,4,0,0,0
0.817993,4,0,0,0
0.818993,4,0,0,0
0.819993,4,0,0,0
0.820993,4,0,0,0
0.821993,4,0,0,0
0.822993,4,0,0,0
0.823993,4,0,0,0
0.824993,4,0,0,0
0.8259929,4,0,0,0
0.8269929,4,0,0,0
0.8279929,4,0,0,0
0.8289929,4,0,0,0
0.8299929,4,0,0,0
0.8309929,4,0,0,0
0.8319929,4,0,0,0
0.8329929,4,0,0,0
